OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300742:20160622:1335:SR,Sample-Routine,Water,Surface Water,2016-06-22,13:35:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-300742,CHICKAMAUGA CREEK @ ST. RT. 160,189048,,,,38.8474150000,-82.2357990000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864774874,,as N,Nitrate + Nitrite,Unfiltered,0.28,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300742%3A20160622%3A1335%3ASR/results/864774874/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:10,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W03S24:20160803:1423:SR,Sample-Routine,Water,Surface Water,2016-08-03,14:23:00,EDT,,,,,,,,,,,,1786,Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-W03S24,"RACCOON CREEK AT NORTHUP, DST. DAM",191919,,,,38.7839000000,-82.2819000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864866441,,as N,Nitrate + Nitrite,Unfiltered,0.28,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W03S24%3A20160803%3A1423%3ASR/results/864866441/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:29,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-R08P01:20160720:1118:SR,Sample-Routine,Water,Surface Water,2016-07-20,11:18:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-R08P01,HONEY RUN 0.1 MI. UPST. CARROLLTON WWTP TRIB.,190932,,,,40.5625000000,-81.0872000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864810146,,as N,Nitrate + Nitrite,Unfiltered,0.33,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-R08P01%3A20160720%3A1118%3ASR/results/864810146/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:09,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-501260:20160531:0930:SR,Sample-Routine,Water,Surface Water,2016-05-31,09:30:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-501260,VERMILION R. NEAR VERMILION @ MILL HOLLOW/N. RIDGE RD.,187718,,,,41.3819000000,-82.3169000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864797119,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-501260%3A20160531%3A0930%3ASR/results/864797119/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:26,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01P08:20160531:1053:SR,Sample-Routine,Water,Surface Water,2016-05-31,10:53:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01P08,FRINK RUN S OF MONROEVILLE @ ST. RT. 99,187723,,,,41.2244000000,-82.7039000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864805061,,as N,Nitrate + Nitrite,Unfiltered,5.62,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01P08%3A20160531%3A1053%3ASR/results/864805061/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:52,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-U02G20:20160831:1002:SR,Sample-Routine,Water,Surface Water,2016-08-31,10:02:00,EDT,,,,,,,,,,,,1807,Loss Creek (Sandusky) GLRI Project 2016 Follow-Up,,21OHIO_WQX-U02G20,ALLEN RUN SE OF LEESVILLE @ CRESTLINE RD.,193853,,,,40.7850570000,-82.7739020000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864861634,,as N,Nitrate + Nitrite,Unfiltered,8.06,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-U02G20%3A20160831%3A1002%3ASR/results/864861634/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:10,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-V10S30:20160531:0900:SR,Sample-Routine,Water,Surface Water,2016-05-31,09:00:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-V10S30,PAINT CREEK UPST. GREENFIELD @ ST. RT. 753,187706,,,,39.3794000000,-83.3756000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864813056,,as N,Nitrate + Nitrite,Unfiltered,6.53,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-V10S30%3A20160531%3A0900%3ASR/results/864813056/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:19,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303536:20160809:1404:SR,Sample-Routine,Water,Surface Water,2016-08-09,14:04:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303536,LONG CREEK AT ZALMON RD SE OF ARABIA,192396,,,,38.6518240000,-82.4657950000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864837037,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303536%3A20160809%3A1404%3ASR/results/864837037/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:52,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-X99Q02:20160927:1135:SR,Sample-Routine,Water,Surface Water,2016-09-27,11:35:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-X99Q02,"LOWER TWIN CREEK NW OF BUENA VISTA, ADJ. LOWER TWIN CREEK RD",195516,,,,38.6481280000,-83.2739030000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864869953,,as N,Nitrate + Nitrite,Unfiltered,0.18,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-X99Q02%3A20160927%3A1135%3ASR/results/864869953/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:43,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303675:20160817:1455:SR,Sample-Routine,Water,Surface Water,2016-08-17,14:55:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303675,INDIAN GUYAN CREEK @ OLD ST. RT. 775,192981,,,,38.5173310000,-82.3881880000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864846316,,as N,Nitrate + Nitrite,Unfiltered,0.3,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303675%3A20160817%3A1455%3ASR/results/864846316/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:19,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300154:20161115:1318:SR,Sample-Routine,Water,Surface Water,2016-11-15,13:18:00,EST,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-300154,SAND FORK @ PATRIOT-CADMUS RD.,198062,,,,38.7702000000,-82.3968000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864829982,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300154%3A20161115%3A1318%3ASR/results/864829982/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:30,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303689:20160622:1402:SR,Sample-Routine,Water,Surface Water,2016-06-22,14:02:00,EDT,,,,,,,,,,,,1786,Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-303689,LITTLE SANDY RUN AT ST. RT. 278 SOUTH OF LAKE HOPE,189064,,,,39.3125660000,-82.3607990000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864793568,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303689%3A20160622%3A1402%3ASR/results/864793568/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:13,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303646:20160622:1334:SR,Sample-Routine,Water,Surface Water,2016-06-22,13:34:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-303646,PLEASANT VALLEY RUN @ FOLSAM RD.,189025,,,,40.5764000000,-81.1512000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864792072,,as N,Nitrate + Nitrite,Unfiltered,0.32,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303646%3A20160622%3A1334%3ASR/results/864792072/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:08,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303668:20161024:1416:SR,Sample-Routine,Water,Surface Water,2016-10-24,14:16:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303668,JOHNS CREEK @ ROCKY FORK RD.,196864,,,,38.6449100000,-82.2876670000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864846099,,as N,Nitrate + Nitrite,Unfiltered,0.14,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303668%3A20161024%3A1416%3ASR/results/864846099/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:19,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303567:20160614:1205:SR,Sample-Routine,Water,Surface Water,2016-06-14,12:05:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303567,SAND FORK @ PETERS CAVE RD.,188386,,,,38.7110390000,-82.3858270000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864786455,,as N,Nitrate + Nitrite,Unfiltered,0.11,mg/L,,Final,,Actual,,,,,,,,,,Blind Replicate: DES Sample ID 188376,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303567%3A20160614%3A1205%3ASR/results/864786455/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:49,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-X02S03:20160712:1105:SR,Sample-Routine,Water,Wastewater Treatment Plant Effluent,2016-07-12,11:05:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-X02S03,GEORGETOWN WWTP 001 OUTFALL TO TOWN RUN,190357,,,,38.8522000000,-83.9103000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864821778,,as N,Nitrate + Nitrite,Unfiltered,10.5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-X02S03%3A20160712%3A1105%3ASR/results/864821778/resdetectqntlmts,Reporting limit,0.5,mg/L,,2020-11-25T13:46:47,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200741:20160727:1225:SR,Sample-Routine,Water,Surface Water,2016-07-27,12:25:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-200741,"STOUT RUN N OF ROME ADJ. BLUE CREEK RD, DST. PUNTENNEY RUN",191463,,,,38.6936200000,-83.3792460000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864766999,,as N,Nitrate + Nitrite,Unfiltered,0.4,mg/L,,Final,,Actual,,,,,,,,,,"#16
Normal-looking flow. Clear water. Didn't see any fish.",,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-200741%3A20160727%3A1225%3ASR/results/864766999/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:43:43,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W03P04:20160706:1022:SR,Sample-Routine,Water,Surface Water,2016-07-06,10:22:00,EDT,,,,,,,,,,,,1786,Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-W03P04,L. RACCOON CREEK 2 MI SW OF VINTON @ ST. RT. 325,189962,,,,38.9531000000,-82.3656000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864815792,,as N,Nitrate + Nitrite,Unfiltered,0.53,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W03P04%3A20160706%3A1022%3ASR/results/864815792/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:27,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-R08S13:20160825:1510:SR,Sample-Routine,Water,Surface Water,2016-08-25,15:10:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-R08S13,IRISH CREEK NE OF SCIO @ CO. RD. 136,193590,,,,40.4083000000,-81.0436000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864860598,,as N,Nitrate + Nitrite,Unfiltered,0.25,mg/L,,Final,,Actual,,,,,,,,,,CBOD20 cBOD20 result rejected due to uncertainty in BOD analysis and blank contamination.,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-R08S13%3A20160825%3A1510%3ASR/results/864860598/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:06,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-301995:20160707:0935:SR,Sample-Routine,Water,Surface Water,2016-07-07,09:35:00,EDT,,,,,,,,,,,,1708;1802,Compliance Sampling;Recreational Use 2016,,21OHIO_WQX-301995,TUPPER CREEK NEAR DEVOLA @ MILL GATE RD. (TWP. RD. 700),189891,,,,39.4607520000,-81.4616820000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864777212,,as N,Nitrate + Nitrite,Unfiltered,0.72,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-301995%3A20160707%3A0935%3ASR/results/864777212/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:19,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-501080:20160802:1048:SR,Sample-Routine,Water,Surface Water,2016-08-02,10:48:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-501080,W. BR. RATTLESNAKE CREEK DST. NORWALK WWTP @ LAIS RD.,191678,,,,41.2767000000,-82.6219000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864849370,,as N,Nitrate + Nitrite,Unfiltered,17.4,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-501080%3A20160802%3A1048%3ASR/results/864849370/resdetectqntlmts,Reporting limit,0.5,mg/L,,2020-11-25T16:23:29,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303473:20160713:1041:SR,Sample-Routine,Water,Surface Water,2016-07-13,10:41:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-303473,W. BR. HURON R. @ WILLARD DW INTAKE,190511,,,,41.0640000000,-82.6540000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864782165,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303473%3A20160713%3A1041%3ASR/results/864782165/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:36,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303354:20160726:1254:SR,Sample-Routine,Water,Surface Water,2016-07-26,12:54:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-303354,Monroeville Reservoir at L-1,191319,,,,41.2330560000,-82.7111110000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864781479,,as N,Nitrate + Nitrite,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303354%3A20160726%3A1254%3ASR/results/864781479/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:33,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303609:20160628:1135:SR,Sample-Routine,Water,Surface Water,2016-06-28,11:35:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-303609,TURKEY CREEK DST. TURKEY CREEK LAKE,189470,,,,38.7318500000,-83.1892190000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864789261,,as N,Nitrate + Nitrite,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303609%3A20160628%3A1135%3ASR/results/864789261/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:58,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-502220:20160620:1228:SR,Sample-Routine,Water,Surface Water,2016-06-20,12:28:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-502220,TINKERS CREEK AT BEDFORD @ ST. RT. 14,188830,,,,41.3844000000,-81.5275000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864797518,,as N,Nitrate + Nitrite,Unfiltered,5.16,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-502220%3A20160620%3A1228%3ASR/results/864797518/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:27,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200038:20161024:1311:SR,Sample-Routine,Water,Surface Water,2016-10-24,13:11:00,EDT,,,,,,,,,,,,1713,Miscellaneous Chemistry Sampling - All Years,,21OHIO_WQX-200038,CUYAHOGA R. AT CUYAHOGA FALLS @ WATERWORKS PARK,196815,,,,41.1461000000,-81.4625000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864823281,,as N,Nitrate + Nitrite,Unfiltered,1.38,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-200038%3A20161024%3A1311%3ASR/results/864823281/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:07,STORET
